ID_PVenta,FolioVenta,Total,IVA,IEPS,IDDeposito
1046383,AZQ27-173660,1605.45,0.0,0.0,1346
146233,AZB52-135302,1602.7,0.0,0.0,1346
212386,AZM55-138010,1598.96,0.0,0.0,1346
6809,AZL00-204067,1597.38,0.0,0.0,1346
148530,AZL40-206107,1596.59,0.0,0.0,1346
176966,AZY57-220090,1595.52,0.0,0.0,1346
177401,AZF30-154871,1594.77,0.0,0.0,1346
183512,AWW32-103218,1593.88,0.0,0.0,1346
1032808,AZL44-219190,1592.25,0.0,0.0,1346
196288,AZJ40-156329,1590.05,0.0,0.0,1346
46279,AVC17-104605,1587.6,0.0,0.0,1346
31719,AZW43-215181,1585.5,0.0,0.0,1346
51270,AZP25-100375,1583.75,0.0,0.0,1346
1050556,AZG07-168678,1583.12,0.0,0.0,1346
181912,AZL28-206680,1581.58,0.0,0.0,1346
21822,AZL55-204314,1580.79,0.0,0.0,1346
196193,AZI27-161067,1580.25,0.0,0.0,1346
1040994,AZL12-219285,1575.26,0.0,0.0,1345
187847,AZQ56-163110,1575.0,0.0,0.0,1345
179461,AZW35-217447,1574.72,0.0,0.0,1345
89084,AZO23-115009,1573.2,0.0,0.0,1345
87019,AZE25-142806,1569.4,0.0,0.0,1345
149673,AWX09-166673,1564.56,0.0,0.0,1345
18138,AZL47-204253,1564.0,0.0,0.0,1345
35145,AZB56-134297,1562.4,0.0,0.0,1345
185212,AZW26-217527,1560.6,0.0,0.0,1345
1039097,AZH30-160760,1553.95,0.0,0.0,1345
29621,AZQ42-161130,1552.95,0.0,0.0,1345
190697,AVC47-86181,1552.95,0.0,0.0,1345
197003,AWI38-158103,1552.68,0.0,0.0,1345
46251,AZM07-136313,1550.5,0.0,0.0,1345
194148,AZA31-108961,1548.5,0.0,0.0,1345
203803,AWI44-158199,1546.6,0.0,0.0,1345
1038249,AZQ50-173555,1545.08,0.0,0.0,1345
166060,AZW07-217207,1543.22,0.0,0.0,1345
196807,AZW59-217706,1542.64,0.0,0.0,1345
160222,AZF33-154674,1542.46,0.0,0.0,1345
196120,AZQ19-163214,1542.04,0.0,0.0,1345
76530,AZE45-142684,1540.52,0.0,0.0,1345
87865,AZH35-151449,1540.2,0.0,0.0,1344
42177,AZW08-215308,1532.88,0.0,0.0,1344
102523,AZD32-160797,1532.65,0.0,0.0,1344
1045898,AZA23-116591,1532.6,0.0,0.0,1344
180794,AZQ52-163004,1530.64,0.0,0.0,1344
4479,AZA38-107188,1530.37,0.0,0.0,1344
21503,AZW08-215032,1530.0,0.0,0.0,1344
1039754,AWI25-167476,1524.94,0.0,0.0,1344
56244,AZF01-153554,1522.5,0.0,0.0,1344
37107,AZI20-159259,1521.52,0.0,0.0,1344
44325,AZL01-204644,1520.64,0.0,0.0,1344
1038515,AWI13-167436,1516.58,0.0,0.0,1344
46226,AZC20-207492,1516.32,0.0,0.0,1344
42176,AZW08-215308,1514.88,0.0,0.0,1344
47676,AZJ14-154627,1514.52,0.0,0.0,1344
76966,AZI12-159726,1512.4,0.0,0.0,1344
183157,AVA32-62804,1512.4,0.0,0.0,1344
43451,AZJ58-154567,1511.0,0.0,0.0,1344
1409,AZL37-203973,1509.0,0.0,0.0,1344
83893,AZP59-100677,1505.0,0.0,0.0,1344
187034,AZQ09-163099,1504.25,0.0,0.0,1344
203430,AZY37-220500,1502.45,0.0,0.0,1344
68038,AZO10-114831,1501.5,0.0,0.0,1344
170774,AZK12-124330,1500.75,0.0,0.0,1343
37050,AZQ52-161209,1500.0,0.0,0.0,1343
42809,AZK40-123046,1500.0,206.85,0.0,1343
52659,AZQ56-161427,1500.0,206.85,0.0,1343
61840,AZU50-172092,1500.0,206.85,0.0,1343
78798,AWI26-156762,1500.0,206.85,0.0,1343
87427,AWI35-156893,1500.0,206.85,0.0,1343
111995,AZQ31-162115,1500.0,206.85,0.0,1343
162325,AZQ47-162744,1500.0,206.85,0.0,1343
162326,AZQ47-162744,1500.0,206.85,0.0,1343
165492,AZQ55-162802,1500.0,206.85,0.0,1343
203455,AWI41-158192,1500.0,206.85,0.0,1343
209150,AWX35-167548,1500.0,206.85,0.0,1343
209730,AZQ31-163434,1500.0,206.85,0.0,1343
256712,AWX45-168247,1500.0,206.85,0.0,1343
277948,AWX46-168579,1500.0,206.85,0.0,1343
334157,AZQ29-164921,1500.0,206.85,0.0,1343
336482,AZQ50-164946,1500.0,206.85,0.0,1343
340512,AWX40-169466,1500.0,206.85,0.0,1343
389660,AVA02-64170,1500.0,206.85,0.0,1343
1038494,AZQ44-173559,1500.0,0.0,0.0,1343
74147,AZV06-120286,1498.0,0.0,0.0,1343
75776,AZC15-208053,1496.16,0.0,0.0,1343
1033064,AWW50-109134,1493.02,0.0,0.0,1342
10586,AZJ42-154057,1492.53,0.0,0.0,1342
1032211,AZS57-157641,1490.4,0.0,0.0,1342
83162,AZG39-156603,1489.25,0.0,0.0,1342
77090,AVA23-88328,1486.08,0.0,0.0,1342
32630,AVA07-61884,1484.8,0.0,0.0,1342
107010,AZO34-115117,1484.7,0.0,0.0,1342
