deposit_id,deposit_fecha,deposit_subtotal,deposit_iva,deposit_ieps,deposit_total,sales_fecha,matched_subtotal,matched_iva,matched_ieps,matched_total,diff_subtotal,diff_iva,diff_ieps,diff_total,diff_total_abs,subtotal_precision_pct,iva_precision_pct,ieps_precision_pct,num_folios,strategy_used,tolerance_used,processing_time_seconds
59,2023-07-03,7302.07,0.0,0.0,7302.07,2023-07-01,7302.070000000001,0.0,0.0,7302.070000000001,-9.094947017729282e-13,0.0,0.0,-9.094947017729282e-13,9.094947017729282e-13,100.00000000000003,100.0,100.0,5,fast_greedy,1.0,0.22532868385314941
15,2023-07-03,20060.64,0.0,0.0,20060.64,2023-07-02,20060.63,0.0,0.0,20060.63,0.00999999999839929,0.0,0.0,0.00999999999839929,0.00999999999839929,99.99995015114175,100.0,100.0,30,fast_greedy,1.0,0.3520209789276123
1446,2023-07-03,14879.0,0.0,0.0,14879.0,2023-07-01,14879.0,0.0,0.0,14879.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,9,fast_greedy,1.0,0.3563268184661865
1542,2023-07-03,6242.0,0.0,0.0,6242.0,2023-07-02,6242.0,0.0,0.0,6242.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,11,fast_greedy,1.0,0.19028806686401367
1507,2023-07-03,9180.0,0.0,0.0,9180.0,2023-07-02,9180.0,0.0,0.0,9180.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,16,fast_greedy,1.0,0.22228050231933594
125,2023-07-03,124.88,0.0,0.0,124.88,2023-06-16,124.37,0.0,0.0,124.37,0.5099999999999909,0.0,0.0,0.5099999999999909,0.5099999999999909,99.59160794362589,100.0,100.0,1,fast_greedy,1.0,0.1869192123413086
1575,2023-07-03,510.0,0.0,0.0,510.0,2023-06-28,510.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,2,fast_greedy,1.0,0.11103343963623047
13,2023-07-03,20750.05,0.0,0.0,20750.05,2023-06-29,20750.05,0.0,0.0,20750.05,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,16,fast_greedy,1.0,0.547917366027832
112,2023-07-03,1179.97,0.0,0.0,1179.97,2023-07-01,1179.97,0.0,0.0,1179.97,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,2,fast_greedy,1.0,0.12209820747375488
1379,2023-07-03,25834.0,0.0,0.0,25834.0,2023-07-02,25834.01,0.0,0.0,25834.01,-0.00999999999839929,0.0,0.0,-0.00999999999839929,0.00999999999839929,100.00003870867849,100.0,100.0,44,fast_greedy,1.0,0.5391147136688232
1492,2023-07-03,10788.0,0.0,0.0,10788.0,2023-06-28,10788.0,0.0,0.0,10788.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,13,fast_greedy,1.0,0.40444374084472656
64,2023-07-03,6663.21,0.0,0.0,6663.21,2023-06-30,6663.21,0.0,0.0,6663.21,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,4,fast_greedy,1.0,0.30603981018066406
1465,2023-07-03,12540.0,0.0,0.0,12540.0,2023-07-01,12540.0,0.0,0.0,12540.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,8,fast_greedy,1.0,0.46171069145202637
30,2023-07-03,11523.24,0.0,0.0,11523.24,2023-06-24,11523.24,0.0,0.0,11523.24,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,3,fast_greedy,1.0,0.6362626552581787
23,2023-07-03,14477.46,0.0,0.0,14477.46,2023-07-02,14477.46,0.0,0.0,14477.46,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,26,fast_greedy,1.0,0.3572819232940674
1477,2023-07-03,11570.0,0.0,0.0,11570.0,2023-06-28,11570.0,0.0,0.0,11570.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,17,fast_greedy,1.0,0.4640223979949951
1502,2023-07-03,9834.0,0.0,0.0,9834.0,2023-06-28,9834.0,0.0,0.0,9834.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,17,fast_greedy,1.0,0.45883917808532715
44,2023-07-03,9933.58,0.0,0.0,9933.58,2023-06-30,9933.58,0.0,0.0,9933.58,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,5,fast_greedy,1.0,0.3999168872833252
1527,2023-07-03,7686.0,0.0,0.0,7686.0,2023-07-02,7686.0,0.0,0.0,7686.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15,fast_greedy,1.0,0.22323393821716309
1437,2023-07-03,16285.0,0.0,0.0,16285.0,2023-06-25,16285.0,0.0,0.0,16285.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,11,fast_greedy,1.0,0.9033689498901367
52,2023-07-03,8506.7,0.0,0.0,8506.7,2023-06-27,8506.71,0.0,0.0,8506.71,-0.00999999999839929,0.0,0.0,-0.00999999999839929,0.00999999999839929,100.00011755439829,100.0,100.0,11,fast_greedy,1.0,0.4474639892578125
88,2023-07-03,3034.84,0.0,0.0,3034.84,2023-06-27,3034.84,0.0,0.0,3034.84,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,5,fast_greedy,1.0,0.22617268562316895
1381,2023-07-03,25762.0,0.0,0.0,25762.0,2023-07-02,25762.01,0.0,0.0,25762.01,-0.00999999999839929,0.0,0.0,-0.00999999999839929,0.00999999999839929,100.00003881686203,100.0,100.0,52,fast_greedy,1.0,0.570798397064209
1396,2023-07-03,21317.0,0.0,0.0,21317.0,2023-07-02,21317.0,0.0,0.0,21317.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,47,fast_greedy,1.0,0.5387187004089355
1535,2023-07-03,6810.0,0.0,0.0,6810.0,2023-07-02,6810.0,0.0,0.0,6810.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,16,fast_greedy,1.0,0.2328031063079834
1543,2023-07-03,6090.0,0.0,0.0,6090.0,2023-07-02,6090.0,0.0,0.0,6090.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,14,fast_greedy,1.0,0.210676908493042
3339,2023-07-04,4489.41,0.0,0.0,4489.41,2023-07-03,4489.41,0.0,0.0,4489.41,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,3,fast_greedy,1.0,0.08563637733459473
3348,2023-07-04,337.97,0.0,0.0,337.97,2023-06-21,337.97999999999996,0.0,0.0,337.97999999999996,-0.009999999999934062,0.0,0.0,-0.009999999999934062,0.009999999999934062,100.00295884250079,100.0,100.0,2,fast_greedy,1.0,0.17619943618774414
1620,2023-07-04,21830.0,0.0,0.0,21830.0,2023-07-03,21830.0,0.0,0.0,21830.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,10,fast_greedy,1.0,0.1075277328491211
3338,2023-07-04,5294.95,0.0,0.0,5294.95,2023-06-22,5294.9400000000005,0.0,0.0,5294.9400000000005,0.009999999999308784,0.0,0.0,0.009999999999308784,0.009999999999308784,99.99981114080398,100.0,100.0,3,fast_greedy,1.0,0.46015071868896484
1628,2023-07-04,19506.0,0.0,0.0,19506.0,2023-07-02,19506.0,0.0,0.0,19506.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,44,fast_greedy,1.0,0.5525109767913818
151,2023-07-04,1610.53,0.0,0.0,1610.53,2023-07-03,1610.54,0.0,0.0,1610.54,-0.009999999999990905,0.0,0.0,-0.009999999999990905,0.009999999999990905,100.00062091361228,100.0,100.0,2,fast_greedy,1.0,0.08538079261779785
159,2023-07-04,959.0,0.0,0.0,959.0,2023-07-02,959.0,0.0,0.0,959.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,3,fast_greedy,1.0,0.12031269073486328
1606,2023-07-04,28075.0,0.0,0.0,28075.0,2023-07-02,28075.0,0.0,0.0,28075.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,63,fast_greedy,1.0,0.7450463771820068
154,2023-07-04,1253.35,0.0,0.0,1253.35,2023-07-02,1253.35,0.0,0.0,1253.35,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,3,fast_greedy,1.0,0.1325244903564453
3340,2023-07-04,4411.0,0.0,0.0,4411.0,2023-06-29,4411.0,0.0,0.0,4411.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,5,fast_greedy,1.0,0.2509493827819824
