IDDeposito,FolioVenta,ID_PVenta,Subtotal,IVA,IEPS,Total,Fecha_Venta,Fecha_Deposito,Subtotal_Deposito,IVA_Deposito,IEPS_Deposito,Total_Deposito
1596,AZZ14-112843,464015,0.0,0.0,0.0,0.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK32-127419,465421,0.0,0.0,0.0,0.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZW49-221685,466358,0.0,0.0,0.0,0.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZV45-124174,467787,0.0,0.0,0.0,0.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZS23-152261,467973,0.0,0.0,0.0,0.0,2023-07-05,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZB18-138324,470678,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZJ46-159801,472699,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD27-165172,473154,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD13-165177,473912,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD13-165177,473914,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD13-165177,473915,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD13-165177,473916,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD13-165177,473917,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD31-165184,474246,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD31-165184,474248,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD31-165184,474250,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZG50-161387,477051,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD17-165214,477194,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZX47-194919,481450,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD06-165258,481473,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZF26-158206,483126,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK42-127625,485450,0.0,0.0,0.0,0.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD37-165351,487637,0.0,0.0,0.0,0.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZC38-214030,487655,0.0,0.0,0.0,0.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD27-165487,496758,0.0,0.0,0.0,0.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWW46-129539,500283,0.0,0.0,0.0,0.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWW200759-105560,502933,0.0,0.0,0.0,0.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZF16-158296,503914,0.0,0.0,0.0,0.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZW01-222239,504295,0.0,0.0,0.0,0.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1789,AZK32-127984,519275,1137.9310344827586,182.06896551724137,0.0,1320.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI45-161754,522413,1137.9310344827586,182.06896551724137,0.0,1320.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ37-167668,547523,1137.9310344827586,182.06896551724137,0.0,1320.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ47-167350,522892,853.4482758620691,136.55172413793105,0.0,990.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZK54-128080,529015,853.4482758620691,136.55172413793105,0.0,990.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWX25-172786,573268,853.4482758620691,136.55172413793105,0.0,990.0,2023-07-10,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWX02-173640,641410,853.4482758620691,136.55172413793105,0.0,990.0,2023-07-13,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWX12-171866,510366,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI47-161665,514460,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ20-167363,524069,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI03-161790,524644,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZE30-147539,527126,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWX45-172142,528121,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ38-167410,530191,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZK38-128131,531838,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI40-162094,551367,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ05-167779,554814,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ39-167804,556969,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZE58-147898,559944,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZK49-128455,561810,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI08-162243,562448,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZK45-128467,562686,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI17-162382,574622,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-10,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWX58-172825,578087,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-10,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZK38-128647,583679,568.9655172413793,91.03448275862068,0.0,660.0,2023-07-10,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI48-162044,548517,474.1379310344828,75.86206896551725,0.0,550.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI15-162114,552363,474.1379310344828,75.86206896551725,0.0,550.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWX07-172489,552377,403.448275862069,64.55172413793105,0.0,468.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZV28-124993,558002,181.44,0.0,14.56,196.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ13-167827,559707,148.8,0.0,11.2,160.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZJ45-160681,550205,72.21,0.0,5.79,78.0,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZA52-111770,505737,72.28,0.0,5.72,78.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZV12-124903,548678,62.5,0.0,5.0,67.5,2023-07-09,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZZ52-113893,606541,58.32,0.0,4.68,63.0,2023-07-11,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWX08-172234,533167,60.45,0.0,4.55,65.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZL36-213503,633117,54.18,0.0,4.32,58.5,2023-07-13,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZC14-216353,639471,54.18,0.0,4.32,58.5,2023-07-13,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZJ46-160092,493832,53.7,0.0,4.3,58.0,2023-07-07,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZI12-164551,499188,53.7,0.0,4.3,58.0,2023-07-07,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AVC02-110732,504411,53.7,0.0,4.3,58.0,2023-07-07,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AVC02-110732,504413,53.7,0.0,4.3,58.0,2023-07-07,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ22-167103,505500,53.7,0.0,4.3,58.0,2023-07-07,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZW14-222387,515100,53.7,0.0,4.3,58.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI59-161680,515403,53.7,0.0,4.3,58.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZG15-161930,516948,53.7,0.0,4.3,58.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZF47-158446,517483,53.7,0.0,4.3,58.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI26-161706,517930,53.7,0.0,4.3,58.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ30-167297,518257,53.7,0.0,4.3,58.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZQ30-167297,518258,53.7,0.0,4.3,58.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AWI58-161759,522845,53.7,0.0,4.3,58.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
1789,AZP12-103981,524751,53.7,0.0,4.3,58.0,2023-07-08,2023-07-10,30444.68,2953.0,485.32,33883.0
